Name,Episodes,Released Year,Language,Rating,Ranking
Mon Rak Asoon,27,2016,Thai,7.2,7735
Meow Meow Boss,7,2021,Taiwanese,7.2,7737
Antique,11,2001,Japanese,7.2,7741
The Cravings,6,2013,Korean,7.2,7748
P.S. Man,21,2010,Taiwanese,7.2,7749
Part Time,26,2016,Thai,7.2,7751
Peanut Butter Sandwich,8,2020,Japanese,7.2,7753
My Sweet Dear,8,2021,Korean,7.2,7756
Anata ga Shitekurenakute mo,11,2023,Japanese,7.2,7758
"Sang Doo, Let's Go To School",16,2003,Korean,7.2,7759
Valid Love,20,2014,Korean,7.2,7760
Happy Merry Ending,8,2023,Korean,7.2,7762
"Kare wa, Imouto no Koibito",12,2011,Japanese,7.2,7763
Life After One Minute,4,2022,Korean,7.2,7764
Beethoven Virus,18,2008,Korean,7.2,7765
First Kiss,20,2018,Korean,7.2,7768
My Precious You,54,2008,Korean,7.2,7770
One Page Love,6,2019,Japanese,7.2,7771
My Gear and Your Gown,12,2020,Thai,7.2,7773
Medical Top Team,20,2013,Korean,7.2,7775
My Strange Friend Season 2,12,2020,Chinese,7.2,7777
Shikaotoko Aoniyoshi,10,2008,Japanese,7.2,7778
Koukousei Restaurant,9,2011,Japanese,7.2,7780
Yama Onna Kabe Onna,12,2007,Japanese,7.2,7785
Prince William,14,2014,Taiwanese,7.2,7787
Let's Go Watch Meteor Shower,36,2009,Chinese,7.1,7790
A Love Journal,25,2022,Chinese,7.1,7791
FACE MAKER,13,2010,Japanese,7.1,7792
I Have Three Boyfriends,10,2019,Korean,7.1,7793
Persona,4,2019,Korean,7.1,7794
Today Office Tomorrow Romance,10,2020,Korean,7.1,7797
Boys on the Run,9,2012,Japanese,7.1,7800
Wisher,12,2021,Chinese,7.1,7802
Hataraki Man,11,2007,Japanese,7.1,7803
Panda and Hedgehog,16,2012,Korean,7.1,7804
Black Knight: The Man Who Guards Me,20,2017,Korean,7.1,7806
Happy Ending Romance,8,2022,Korean,7.1,7808
Dansui!,8,2017,Japanese,7.1,7809
Club Friday Season 5: Secret of a Heart That Doesn't Exist,4,2015,Thai,7.1,7812
"Love, Just Come",60,2017,Chinese,7.1,7813
Hakuba no Oujisama ~ Junai Tekireiki,13,2013,Japanese,7.1,7814
He She It,3,2019,Thai,7.1,7816
Call It What You Want,6,2021,Thai,7.1,7819
Yah Leum Chan,13,2014,Thai,7.1,7820
Beyond Prescriptions,12,2021,Chinese,7.1,7822
Till the World Ends,10,2022,Thai,7.1,7825
Shiawase ni Narou yo,11,2011,Japanese,7.1,7826
Otona Koukou,8,2017,Japanese,7.1,7828
Papakatsu,8,2017,Japanese,7.1,7829
Otomen,12,2009,Japanese,7.1,7830
Starlit,22,2009,Taiwanese,7.1,7831
I Love You,16,2008,Korean,7.1,7832
As Gentle as You,18,2022,Chinese,7.1,7833
Manhole,16,2017,Korean,7.1,7835
I Want to Live to the Finale,26,2021,Chinese,7.1,7836
Romance Special Law,6,2017,Korean,7.1,7837
Kamen Rider Saber,48,2020,Japanese,7.1,7840
Ai Naki Mori de Sakebe,7,2020,Japanese,7.1,7841
My Daughter Geum Sa Wol,51,2015,Korean,7.1,7842
Girl of 0AM,8,2015,Korean,7.1,7843
Kaito Royale,9,2011,Japanese,7.1,7844
Mr. X and I Season 2,6,2015,Chinese,7.1,7845
It's My Life,124,2018,Korean,7.1,7846
Hua Jai Teuan,16,2014,Thai,7.1,7848
ToGetHer,13,2009,Taiwanese,7.1,7849
Craving You,10,2020,Taiwanese,7.1,7850
Invincible Parachute Agent,16,2006,Korean,7.1,7851
Bad Couple,16,2007,Korean,7.1,7852
Rent a Girlfriend Home for New Year,24,2010,Chinese,7.1,7853
Ice Fantasy Destiny,16,2017,Chinese,7.1,7855
Jiu,9,2011,Japanese,7.1,7856
Deep Love ~ Ayu's Story ~,13,2004,Japanese,7.1,7857
My Heart Twinkle Twinkle,26,2015,Korean,7.1,7858
Love Area Part 1,6,2021,Thai,7.1,7860
Senior Secret Love: Puppy Honey,6,2016,Thai,7.1,7862
Young and Beautiful,42,2021,Chinese,7.1,7865
True Ending,10,2019,Korean,7.1,7866
Click Your Heart,7,2016,Korean,7.1,7867
Douse Mou Nigerarenai,9,2021,Japanese,7.1,7872
One Missed Call,10,2005,Japanese,7.1,7874
Man Who Dies to Live,24,2017,Korean,7.1,7876
The Girl in Tassel Earring,48,2015,Chinese,7.1,7877
Make It Right,12,2016,Thai,7.1,7878
The Journey of Chong Zi,40,2023,Chinese,7.1,7879
Cinderella's Sister,20,2010,Korean,7.1,7880
Meteor Garden Season 2,31,2002,Taiwanese,7.1,7881
Love Starts from Marriage Season 2,24,2023,Chinese,7.1,7882
Prison School,9,2015,Japanese,7.1,7883
Cloud Stairs,16,2006,Korean,7.1,7884
Love Letter,16,2003,Korean,7.1,7885
Haru no Noroi,6,2021,Japanese,7.1,7886
Tokujo Kabachi!!,10,2010,Japanese,7.1,7887
Cat Boyfriend,8,2021,Chinese,7.1,7889
Contractual Love,18,2021,Chinese,7.1,7890
Large Queen,24,2022,Chinese,7.1,7891
Full House Take 2,32,2012,Korean,7.1,7892
My Strange Friend,12,2020,Chinese,7.1,7893
Love in Black Hole,12,2021,Korean,7.1,7894
Call of the Country,16,2010,Korean,7.1,7896
My Dear Warrior,20,2019,Thai,7.1,7899
Love at Second Sight,24,2023,Chinese,7.1,7901
Nihonjin no Shiranai Nihongo,12,2010,Japanese,7.1,7904
Goodbye Dear Wife,20,2012,Korean,7.1,7905
Duty After School: Part 2,4,2023,Korean,7.1,7909
Ace wo Nerae!,9,2004,Japanese,7.1,7911
Wait in Beijing,46,2020,Chinese,7.1,7912
Karei naru Spy,10,2009,Japanese,7.1,7915
Love Unexpected,24,2022,Chinese,7.1,7917
0 Goshitsu no Kyaku,22,2009,Japanese,7.1,7918
Fukigen na Kajitsu,7,2016,Japanese,7.1,7919
2 Brothers,12,2019,Thai,7.1,7920
Himomen,7,2018,Japanese,7.1,7921
Vision - Koroshi ga Mieru Onna,12,2012,Japanese,7.1,7922
La Robe De Mariage Des Cieux,19,2004,Taiwanese,7.1,7923
A Taste of First Love,24,2022,Chinese,7.1,7924
Dalgona,4,2020,Korean,7.1,7925
Double Fantasy,5,2018,Japanese,7.1,7928
Mary Stayed Out All Night,16,2010,Korean,7.1,7930
Choco Bank,6,2016,Korean,7.1,7931
After School: Lucky or Not Season 2,12,2014,Korean,7.1,7934
Midas,21,2011,Korean,7.1,7936
Hot and Sweet,8,2016,Korean,7.1,7937
Cheap Love,10,1999,Japanese,7.1,7939
Invincible Lee Pyung Kang,16,2009,Korean,7.1,7942
Naughty Princess,24,2021,Chinese,7.1,7943
Revenge of Royal Princess,24,2022,Chinese,7.1,7945
Volleyball Lover,15,2010,Taiwanese,7.1,7946
Unexpected Heroes,10,2017,Korean,7.1,7947
Nobleman Ryu's Wedding,8,2021,Korean,7.1,7948
Ramen Daisuki Koizumi-san,4,2015,Japanese,7.1,7949
Riders: Catch Tomorrow,12,2015,Korean,7.1,7952
My Bromance,12,2016,Thai,7.1,7954
Her Lovely Heels,10,2014,Korean,7.1,7956
Love in Spring,16,2022,Korean,7.1,7957
VIP Gymnasium,8,2017,Taiwanese,7.1,7959
The Witch's Game,119,2022,Korean,7.1,7960
My Chilling Roommate,10,2022,Korean,7.1,7962
Successful Story of a Bright Girl,16,2002,Korean,7.1,7965
Fugoh Keiji,10,2005,Japanese,7.1,7966
"I Summon You, Gold!",50,2013,Korean,7.1,7967
Restart(ed),11,2022,Thai,7.1,7970
Lovers in Prague,18,2005,Korean,7.1,7972
Falling for Do Jeon,6,2015,Korean,7.1,7976
Kasa wo Motanai Aritachi wa,4,2016,Japanese,7.1,7978
To All The Guys Who Loved Me,32,2020,Korean,7.1,7979
Koo Prab Chabab Hua Jai,14,2015,Thai,7.1,7982
My First Love Is  Secret Love,12,2021,Chinese,7.1,7984
Giragira,8,2008,Japanese,7.1,7985
My Friendship 2: Before the Rainbow,2,2022,Thai,7.1,7986
Falling for You,24,2023,Chinese,7.1,7988
King Flower,21,2013,Taiwanese,7.1,7993
Til Death Do Us Part,7,2019,Taiwanese,7.1,7995
Triad Princess,6,2019,Taiwanese,7.1,7996
HIStory1: Obsessed,4,2017,Taiwanese,7.1,7998
Senior Secret Love: Puppy Honey 2,8,2017,Thai,7.1,8000
Night Light,20,2016,Korean,7.1,8001
Quartet,9,2011,Japanese,7.1,8004
The Deadly Affair,18,2022,Thai,7.1,8005
Itoshi no Nina,8,2020,Japanese,7.1,8009
The Blessed Bride,24,2022,Chinese,7.1,8010
Hooray for Love,57,2011,Korean,7.1,8011
The 1km Distance Between Us,12,2015,Korean,7.1,8012
Seito Shokun!,10,2007,Japanese,7.1,8013
Hanawake no Yon Shimai,11,2011,Japanese,7.1,8016
The War of Flowers,18,2022,Thai,7.1,8017
Falling in Love With Cats,24,2020,Chinese,7.1,8019
Adventurous Romance,12,2019,Chinese,7.1,8020
Love in Time,6,2018,Korean,7.1,8022
Blow Breeze,53,2016,Korean,7.1,8023
Individual Circumstances,8,2023,Korean,7.1,8024
Close Friend Season 2,6,2022,Thai,7.1,8025
Great Inheritance,17,2006,Korean,7.1,8030
"My Love, Madame Butterfly",51,2012,Korean,7.1,8035
Only Kiss Without Love,24,2018,Chinese,7.1,8036
Age Harassment,9,2015,Japanese,7.1,8038
Mitsu no Aji,11,2011,Japanese,7.1,8040
Motokare Retry,8,2022,Japanese,7.1,8041
Batsuichi ga Moteru nante Kiitemasen,6,2023,Japanese,7.1,8043
On Cloud Nine,6,2022,Thai,7.1,8045
Dr. Ian,9,2015,Korean,7.1,8046
La Cuisine,13,2022,Thai,7.1,8047
Every Moment that I Think of You,2,2021,Chinese,7.1,8051
Choice Husband,30,2023,Chinese,7.1,8053
Stained Glass,18,2004,Korean,7.1,8054
Plerng Chimplee,15,2014,Thai,7.1,8056
Lhong Ngao Jun,18,2006,Thai,7.1,8058
Best Wedding,16,2014,Korean,7.1,8059
Play Guide,5,2013,Korean,7.1,8060
Corner With Love,16,2007,Taiwanese,7.1,8063
Powerful Opponents,16,2008,Korean,7.1,8064
The Castellan Belongs to Me,24,2023,Chinese,7.1,8067
I Love You So Much,16,2012,Taiwanese,7.1,8068
The Miracle,12,2016,Korean,7.1,8069
Don't Hesitate,98,2009,Korean,7.1,8070
Oh! My Girl!!,9,2008,Japanese,7.1,8072
Haeundae Lovers,16,2012,Korean,7.1,8073
Majisuka Gakuen 3,12,2012,Japanese,7.1,8075
Loss:Time:Life,9,2015,Korean,7.1,8076
The Seawave,24,2020,Thai,7.1,8077
Women at a Game Company,11,2016,Korean,7.1,8078
Hometown Legends,8,2008,Korean,7.1,8082
Temptation,20,2014,Korean,7.1,8085
Y-Destiny,15,2021,Thai,7.1,8088
Love Is Forbidden Here,22,2022,Chinese,7.1,8090
Happy Michelin Kitchen,32,2012,Taiwanese,7.1,8091
I Am Legend,16,2010,Korean,7.1,8099
Tokyo Ghost Trip,13,2008,Japanese,7.1,8102
Spark,12,2016,Korean,7.1,8103
Welcome to Wedding Hell,12,2022,Korean,7.1,8105
Room Alone,10,2014,Thai,7.1,8106
Tale of the Ancient Snake,30,2022,Chinese,7.1,8108
Renai Neet,10,2012,Japanese,7.1,8109
Pretty Man,28,2018,Chinese,7.1,8110
Mai Sin Rai Fai Sawart,16,2015,Thai,7.1,8111
Strongest Chil Woo,20,2008,Korean,7.1,8116
Glass Mask,122,2012,Korean,7.1,8117
Magic School,16,2017,Korean,7.1,8118
Kiss x Kiss x Kiss ~ Perfect Scandal ~,12,2022,Japanese,7.1,8120
"Please Remember, Princess",12,2013,Korean,7.1,8121
The Family Is Coming,20,2015,Korean,7.1,8123
Sh15uya,12,2005,Japanese,7.1,8127
Bartender,8,2011,Japanese,7.1,8130
Oh! Boarding House,8,2022,Korean,7.1,8131
Perfect Crime,10,2019,Japanese,7.1,8132
Love & Life & Lie,41,2017,Chinese,7.1,8133
Holiday Love,8,2018,Japanese,7.1,8134
Our Gap Soon,61,2016,Korean,7.1,8135
Wedding,18,2005,Korean,7,8137
Love Cells,15,2014,Korean,7,8138
Abarenbo Mama,10,2007,Japanese,7,8141
Oh! Youngsim,10,2023,Korean,7,8142
Mermaid Sauna,8,2018,Taiwanese,7,8144
Fall in Love in the Book,22,2022,Chinese,7,8146
Peng,10,2021,Korean,7,8151
Reaching for the Stars,22,2005,Taiwanese,7,8156
Nuan Hun Qing Chong Qi,25,2021,Chinese,7,8157
Our Winter,14,2023,Thai,7,8162
Anego,10,2005,Japanese,7,8164
Tokyo Friends,5,2005,Japanese,7,8165
Infinite Power,6,2013,Korean,7,8166
Let's Watch the Meteor Shower Again,36,2010,Chinese,7,8167
Zenra Meshi,12,2023,Japanese,7,8168
Golden Blood,8,2021,Thai,7,8169
Yandai Byway No.10,10,2016,Chinese,7,8170
Roy Lae Sanae Luang,18,2013,Thai,7,8171
Piple: AI to Kekkon Seikatsu Hajimemashita,8,2020,Japanese,7,8172
Crush on You,7,2023,Thai,7,8173
Share House no Koibito,9,2013,Japanese,7,8174
Borrow Your Love,14,2013,Taiwanese,7,8175
Twelve Men in a Year,16,2012,Korean,7,8176
Love and Fortune,12,2018,Japanese,7,8179
Puzzle,10,2008,Japanese,7,8180
Dramaworld,10,2016,Korean,7,8184
Likit Kammathep,12,2007,Thai,7,8185
Jeon Woo Chi,24,2012,Korean,7,8187
Apple in Your Eye,13,2014,Taiwanese,7,8188
My Prince's First Love,20,2022,Chinese,7,8190
Yukan Club,10,2007,Japanese,7,8192
Coma,5,2006,Korean,7,8193
Legend of Hyang Dan,2,2007,Korean,7,8194
En of Love: This Is Love Story,3,2020,Thai,7,8195
Big,16,2012,Korean,7,8196
Regatta,9,2006,Japanese,7,8197
Lovely Horribly,32,2018,Korean,7,8199
Be Arrogant,10,2014,Korean,7,8204
Baby-faced Beauty,20,2011,Korean,7,8205
Meet With Two Souls,20,2023,Chinese,7,8207
Shotenin Michiru no Minoue Banashi,10,2013,Japanese,7,8209
Revenge,20,2023,Chinese,7,8210
Koi to Dangan,9,2022,Japanese,7,8212
My Unfortunate Boyfriend,16,2015,Korean,7,8216
How to Meet a Perfect Neighbor,20,2007,Korean,7,8218
21 Days,4,2017,Thai,7,8220
My Bromance,12,2018,Taiwanese,7,8221
Kimi Hannin Janai yo ne?,10,2008,Japanese,7,8222
Air City,16,2007,Korean,7,8223
Her Legend,20,2013,Korean,7,8224
Love Poison 2,8,2021,Thai,7,8225
Rental no Koi,10,2017,Japanese,7,8227
Handsome Stewardess,6,2019,Taiwanese,7,8228
YYY,6,2020,Thai,7,8229
The Wedding Scheme,16,2012,Korean,7,8230
Cruel Love,20,2007,Korean,7,8234
Love Actually,34,2012,Chinese,7,8235
Aftermath Season 2,6,2014,Korean,7,8240
The Queen System,25,2022,Chinese,7,8241
Sweet Enemy,124,2017,Korean,7,8242
Chapter of Green,12,2021,Thai,7,8245
Show Me Love,9,2023,Thai,7,8246
All is Well,102,2015,Korean,7,8247
Color Rush Season 2,8,2022,Korean,7,8249
Oh! My Dreamy Daddy,30,2020,Chinese,7,8250
Drama Go Go Go,28,2012,Chinese,7,8251
She Is Nineteen,16,2004,Korean,7,8253
Star's Echo,2,2004,Korean,7,8257
Bokura wa Koi ga Hetasugiru,7,2020,Japanese,7,8258
Single Princesses and Blind Dates,30,2010,Chinese,7,8260
Teddy Go!,4,2015,Japanese,7,8263
I Am...,6,2017,Korean,7,8264
Zhong Wu Yan,19,2010,Taiwanese,7,8265
Third Country,3,2017,Chinese,7,8269
Detective Sweet,10,2016,Chinese,7,8280
Romantic Princess,13,2007,Taiwanese,7,8281
Hateful But Once Again,24,2009,Korean,7,8284
"Take Care of Us, Captain",20,2012,Korean,7,8285
Mr. Durian,24,2022,Chinese,7,8286
Risky,7,2021,Japanese,7,8290
Deja Vu,22,2013,Taiwanese,7,8291
Love is The Best,33,2013,Chinese,7,8295
Yareta Kamo Iinkai,8,2018,Japanese,7,8296
Akihabara@DEEP,11,2006,Japanese,7,8299
Vampire Flower,6,2014,Korean,7,8304
Tomorrow Boy,5,2016,Korean,7,8305
Bad Romance,13,2016,Thai,7,8306
Only You,16,2005,Korean,7,8307
Anata no Koto wa Sore Hodo,10,2017,Japanese,7,8308
Sunshine Angel,22,2011,Taiwanese,7,8312
Wiman Sai,16,2005,Thai,7,8315
Can We Get Married?,20,2012,Korean,7,8317
Dear Probationary Girlfriend,24,2022,Chinese,7,8320
"Smile, Again",16,2006,Korean,7,8321
Love Potion,24,2022,Chinese,7,8323
Super Rookie,20,2005,Korean,7,8327
Kono Otoko wa Jinsei Saidai no Ayamachidesu,10,2020,Japanese,7,8328
Love Is Weird,21,2022,Chinese,7,8330
The Backlight of Love,11,2015,Chinese,7,8332
Love Marriage,16,2008,Korean,7,8336
Kuzu no Honkai,12,2017,Japanese,7,8337
Sanaeha Sunya Kaen,15,2014,Thai,7,8339
Saba Doru,12,2012,Japanese,7,8340
Loveholic,16,2005,Korean,7,8342
Fudanshi Bartender no Tashinami,2,2022,Japanese,7,8344
Time Spiral,8,2014,Japanese,7,8346
Absolute Boyfriend,13,2012,Taiwanese,7,8351
Gakko ja Oshierarenai!,10,2008,Japanese,7,8353
Delicious Gakuin,13,2007,Japanese,7,8354
Koi suru Hong Kong,4,2017,Japanese,7,8355
How to Be Thirty,15,2021,Korean,7,8358
Please Find Her,14,2017,Korean,7,8359
The Magicians of Love,22,2006,Taiwanese,7,8360
Bambino!,11,2007,Japanese,7,8361
Dear X Who Doesn't Love Me,10,2022,Korean,7,8364
The Tuxedo,8,2022,Thai,7,8365
Futatsu no Spica,7,2009,Japanese,7,8366
Saretagawa no Blue,8,2021,Japanese,7,8367
Barb Rak Ta Lay Fun,31,2017,Thai,7,8369
3B no Koibito,10,2021,Japanese,7,8371
That Man Oh Soo,16,2018,Korean,7,8372
Why Did You Come to My House?,20,2008,Korean,7,8373
Devil Sister,18,2022,Thai,7,8375
Memories of Love,30,2018,Chinese,7,8380
Nickname Pine Leaf,3,2021,Korean,7,8381
Hakuouki SSL: Sweet School Life,6,2015,Japanese,7,8382
Aftermath,5,2014,Korean,7,8383
My Fuxxxxx Romance,6,2020,Korean,7,8389
Royal Family,18,2011,Korean,7,8390
Love Forward,22,2012,Taiwanese,7,8392
Ju-on: Noroi no Ie,6,2020,Japanese,7,8395
Bong Soon: A Cyborg in Love,12,2016,Korean,7,8398
Miss No Good,14,2008,Taiwanese,7,8399
Because of You,14,2010,Taiwanese,7,8401
A Superior Day,8,2022,Korean,7,8402
Again!,10,2014,Japanese,7,8403
The Legend of Brown Sugar Chivalries,13,2008,Taiwanese,7,8406
K-POP - The Ultimate Audition,14,2012,Korean,7,8407
Sweden Laundry,16,2014,Korean,7,8411
18 vs. 29,16,2005,Korean,7,8412
Sapuri,11,2006,Japanese,7,8416
Konna Mirai wa Kiitenai,10,2018,Japanese,7,8417
Our Days,12,2022,Thai,7,8418
Joseon Survival,16,2019,Korean,7,8420
The Female Friend Among Guys,5,2020,Korean,7,8422
Ganbatte Ikimasshoi,10,2005,Japanese,7,8424
You're Too Much,50,2017,Korean,7,8426
Monkey and Dog Romance,10,2018,Korean,7,8430
Time of Memory,20,2021,Korean,7,8432
Love on a Rooftop,101,2015,Korean,7,8435
Do Dream,5,2018,Korean,7,8437
The Man in the Mask,16,2015,Korean,7,8442
Exactly Whats Going On?,10,2015,Korean,7,8445
Attic Cat,16,2003,Korean,7,8446
Water Boyy,14,2017,Thai,7,8447
Hanayome to Papa,12,2007,Japanese,7,8448
That Love Comes,12,2010,Taiwanese,6.9,8451
Bachelor's Vegetable Store,24,2011,Korean,6.9,8452
Glory Jane,24,2011,Korean,6.9,8454
To My Beloved,16,2012,Korean,6.9,8455
Suugaku Joshi Gakuen,12,2012,Japanese,6.9,8457
Meow Ears Up,8,2022,Thai,6.9,8459
Loving You,12,2002,Korean,6.9,8460
Fuma no Kojiro,13,2007,Japanese,6.9,8461
Ghostderella,4,2019,Korean,6.9,8462
Ugly Duckling Series: Pity Girl,5,2015,Thai,6.9,8463
Spring Love,14,2013,Taiwanese,6.9,8464
Mermaid Prince,6,2020,Korean,6.9,8466
Another Parting,5,2014,Korean,6.9,8468
HIStory1: Stay Away From Me,4,2017,Taiwanese,6.9,8470
'Cause You're My Boy,12,2018,Thai,6.9,8473
Kiss,16,2016,Thai,6.9,8474
38sai Batsuichi Dokushin Onna ga Matching Apuri wo Yattemita Kekka Nikki,6,2020,Japanese,6.9,8476
Momo Salon,6,2014,Korean,6.9,8477
Somebody,8,2022,Korean,6.9,8479
Just Fiancée,22,2022,Chinese,6.9,8480
Brothers,13,2021,Thai,6.9,8483
Peek Hong,15,2020,Thai,6.9,8488
My Poison Lover,25,2022,Chinese,6.9,8489
Love Poison,8,2019,Thai,6.9,8490
Love Starts from Marriage,24,2022,Chinese,6.9,8491
War of High School,12,2016,Thai,6.9,8493
8.2 Byo no Hosoku,5,2022,Japanese,6.9,8495
In Soon is Pretty,16,2007,Korean,6.9,8497
Hachimitsu to Clover,11,2008,Japanese,6.9,8498
My Boss Next Door,30,2021,Chinese,6.9,8504
Hana ni Keda Mono,10,2017,Japanese,6.9,8508
Tonhon Chonlatee,10,2020,Thai,6.9,8511
Love by Chance 2: A Chance to Love,13,2020,Thai,6.9,8515
The Interest of Love,16,2022,Korean,6.9,8517
To the Dearest Intruder,15,2015,Taiwanese,6.9,8518
The Memory About You,42,2021,Chinese,6.9,8522
Sensei wo Kesu Houteishiki,8,2020,Japanese,6.9,8523
"Sweet Home, Sweet Honey",129,2015,Korean,6.9,8524
Tokyo Vampire Hotel,10,2017,Japanese,6.9,8528
1% of Anything,26,2003,Korean,6.9,8529
The Thousandth Man,8,2012,Korean,6.9,8530
Hotelier,9,2007,Japanese,6.9,8531
Soft Memory,20,2019,Chinese,6.9,8532
Oh My Boss,14,2021,Thai,6.9,8536
Becoming a Billionaire,20,2010,Korean,6.9,8539
Over the Rainbow,16,2006,Korean,6.9,8540
Knock Knock Loving You,13,2009,Taiwanese,6.9,8547
Final Life,12,2017,Japanese,6.9,8549
Arakawa under the Bridge,10,2011,Japanese,6.9,8551
M: Ai Subeki Hito ga Ite,7,2020,Japanese,6.9,8553
More and More Loves You Season 2,30,2021,Chinese,6.9,8554
Give Love Away,50,2013,Korean,6.9,8555
My Love Patzzi,10,2002,Korean,6.9,8556
Boku Dake no Madonna,11,2003,Japanese,6.9,8558
Blade Man,18,2014,Korean,6.9,8560
Mr. Bodyguard,24,2015,Chinese,6.9,8561
Miss Monte-Cristo,100,2021,Korean,6.9,8562
Itazura na Kiss,9,1996,Japanese,6.9,8563
We Are Dating Now,16,2002,Korean,6.9,8564
Fai Sin Chua,22,2020,Thai,6.9,8565
Kamen Rider Ghost,50,2015,Japanese,6.9,8566
Naughty Boy,5,2018,Korean,6.9,8569
Binbo Danshi,9,2008,Japanese,6.9,8570
She Is Wow!,12,2013,Korean,6.9,8571
Crazy Love,100,2013,Korean,6.9,8572
Defying the Storm,40,2022,Chinese,6.9,8573
Past-Senger,12,2023,Thai,6.9,8577
Red Shoes,100,2021,Korean,6.9,8582
Oh! My Assistant,8,2022,Korean,6.9,8585
Love (ft. Marriage and Divorce) Season 3,16,2022,Korean,6.9,8586
Woody Sambo,19,2008,Taiwanese,6.9,8587
Nine Tailed Fox,16,2004,Korean,6.9,8589
Long Khong,8,2020,Thai,6.9,8594
Moyashimon,11,2010,Japanese,6.9,8596
Love (ft. Marriage and Divorce),16,2021,Korean,6.9,8597
Sprout,12,2012,Japanese,6.9,8598
Room of King,9,2008,Japanese,6.9,8601
Eroi Kareshi ga Watashi wo Madowasu,8,2021,Japanese,6.9,8603
Beautiful Love: If You're Here,12,2010,Japanese,6.9,8604
Galcir,11,2006,Japanese,6.9,8607
Snow White,16,2004,Korean,6.9,8609
Even Sun,6,2022,Thai,6.9,8612
Sweet Munchies,12,2020,Korean,6.9,8617
Recipe for Youth,10,2021,Korean,6.9,8619
7 Project,7,2021,Thai,6.9,8620
Lover of the Palace,10,2020,Korean,6.9,8621
Hare-kon,9,2022,Japanese,6.9,8622
90 Days of Love,16,2006,Korean,6.9,8625
Coffee & Vanilla,10,2019,Japanese,6.9,8626
Salamander Guru and the Gang,10,2012,Korean,6.9,8630
Bakayarou no Kiss,5,2022,Japanese,6.9,8632
Cat Street,6,2008,Japanese,6.9,8633
Scarlet Heart Season 2,39,2014,Chinese,6.9,8635
Will It Snow for Christmas?,16,2009,Korean,6.9,8644
Witch Yoo Hee,16,2007,Korean,6.9,8645
Hachi-One Diver,11,2008,Japanese,6.9,8646
Falling in Love with a Rival,8,2015,Chinese,6.9,8648
MoMo Love,13,2009,Taiwanese,6.9,8652
Shitsuren Chocolatier,11,2014,Japanese,6.9,8653
Akuryo Byoutou,10,2013,Japanese,6.9,8656
Dream High Season 2,16,2012,Korean,6.9,8657
7th Grade Civil Servant,20,2013,Korean,6.9,8660
Slam Dance,13,2017,Thai,6.9,8662
Jao Sao Rim Tang,10,2010,Thai,6.9,8664
Nibiiro no Hako no Naka de,6,2020,Japanese,6.8,8671
Love at 7-11,8,2019,Thai,6.8,8672
The Empress,13,2011,Korean,6.8,8673
Melody of Love,151,2013,Korean,6.8,8675
Close Friend,6,2021,Thai,6.8,8678
Konkatsu!,11,2009,Japanese,6.8,8679
War of Y,20,2022,Thai,6.8,8683
Single Dad In Love,16,2008,Korean,6.8,8686
Behind Cut,8,2021,Korean,6.8,8692
Watashi to Otto to Otto no Kareshi,10,2023,Japanese,6.8,8695
Roop Thong,18,2018,Thai,6.8,8696
RH Plus,13,2008,Japanese,6.8,8697
Make It Live: On The Beach,6,2019,Thai,6.8,8698
Star Struck,8,2023,Korean,6.8,8699
Flames of Desire,50,2010,Korean,6.8,8700
Poseidon,16,2011,Korean,6.8,8701
"Sore wa, Totsuzen, Arashi no you ni..",10,2004,Japanese,6.8,8703
Romance Zero,16,2009,Korean,6.8,8705
Love Storm,21,2003,Taiwanese,6.8,8706
Kissable Lips,8,2022,Korean,6.8,8709
Unemployed Romance,10,2013,Korean,6.8,8713
Discipline,6,2018,Korean,6.8,8714
Time Slip Dr. Jin,22,2012,Korean,6.8,8715
Gachi Baka!,10,2006,Japanese,6.8,8716
Number Six,8,2018,Korean,6.8,8717
Sweet Room,4,2009,Japanese,6.8,8721
Wife's Revenge,24,2021,Chinese,6.8,8723
The Princess of Destiny,18,2023,Chinese,6.8,8724
My Lovely Girl,16,2014,Korean,6.8,8725
Can I Hug You Tonight?,12,2018,Japanese,6.8,8727
Mia Tuean,31,2014,Thai,6.8,8729
Celeb to Binbo Taro,11,2008,Japanese,6.8,8732
Love Lie Hide Fake: The Series,8,2018,Thai,6.8,8733
First Kiss,11,2007,Japanese,6.8,8735
Love You Day and Month,12,2022,Chinese,6.8,8741
Koko wa Greenwood,13,2008,Japanese,6.8,8743
Self,6,2022,Thai,6.8,8744
Love Cells Season 2,12,2015,Korean,6.8,8749
2 Moons: The Ambassador,12,2022,Thai,6.8,8758
